Opérateur;Année;Filière;Consommation Agriculture (MWh);Nombre de points Agriculture;Nombre de mailles secretisées (agriculture);Indique qualité Agriculture;Consommation Industrie (MWh);Nombre de points Industrie;Nombre de mailles secretisées (industrie);Indice qualité Industrie;Consommation Tertiaire  (MWh);Nombre de points Tertiaire;Nombre de mailles secretisées (tertiaire);Indice qualité Tertiaire;Consommation Résidentiel  (MWh);Nombre de points Résidentiel;Nombre de mailles secretisées (résidentiel);Indice qualité Résidentiel;Thermosensibilité (MWh/degré-jour);Part Thermosensible;Consommation Secteur Inconnu (MWh);Nombre de points Secteur Inconnu;Nombre de mailles secretisées (secteur inconnu);Indice qualité Non Affecté;Code Commune;Libellé Commune;Code EPCI;Libellé EPCI;Code Département;Libellé Département;Code Région;Libellé Région;id_filiere;Consommation totale (MWh);Code_postal
Enedis;2012;Electricité;98.7;2;0;0.955;0.0;0;0;0.0;0.0;0;0;0.0;2034.04;301;0;0.317;0.0;0.0;0.0;0;0;0.0;61418;Saint-Mard-de-Réno;200036069;CC du Pays de Mortagne-au-Perche;61;Orne;28;Normandie;100;2132.74;61400
Enedis;2012;Electricité;0.0;0;0;0.0;1.41;1;0;0.916;0.0;0;0;0.0;832.01;165;0;0.321;0.0;0.0;0.0;0;0;0.0;61419;Sainte-Marguerite-de-Carrouges;200071652;CC du Pays Fertois et du Bocage Carrougien;61;Orne;28;Normandie;100;833.42;61320
Enedis;2012;Electricité;143.26;1;0;1.0;0.0;0;0;0.0;0.0;0;0;0.0;968.39;102;0;0.267;0.0;0.0;0.0;0;0;0.0;61424;Saint-Martin-des-Landes;200071652;CC du Pays Fertois et du Bocage Carrougien;61;Orne;28;Normandie;100;1111.65;61320
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;876.15;109;0;0.339;0.0;0.0;0.0;0;0;0.0;61442;Saint-Patrice-du-Désert;200071652;CC du Pays Fertois et du Bocage Carrougien;61;Orne;28;Normandie;100;876.15;61600
Enedis;2012;Electricité;0.0;0;0;0.0;735.24;2;0;0.993;289.71;2;0;0.893;4672.64;763;0;0.296;0.0;0.0;0.0;0;0;0.0;61447;Saint-Pierre-du-Regard;200035814;CA Flers Agglo;61;Orne;28;Normandie;100;5697.59;61790
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1722.04;233;0;0.308;0.0;0.0;0.0;0;0;0.0;61448;Saint-Pierre-la-Bruyère;200068435;CC Cœur du Perche;61;Orne;28;Normandie;100;1722.04;61340
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;694.72;127;0;0.31;0.0;0.0;0.0;0;0;0.0;61452;Saint-Roch-sur-Égrenne;200068443;CC Andaine - Passais;61;Orne;28;Normandie;100;694.72;61350
Enedis;2012;Electricité;0.0;0;0;0.0;8.32;1;0;0.685;100.08;1;0;0.865;2329.51;375;0;0.297;0.0;0.0;0.0;0;0;0.0;61454;Sainte-Scolasse-sur-Sarthe;200035103;CC de la Vallée de la Haute-Sarthe;61;Orne;28;Normandie;100;2437.9100000000003;61170
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;420.85;4;0;0.9;3946.2;454;0;0.267;0.0;0.0;0.0;0;0;0.0;61462;Sarceaux;200068450;CC Argentan Intercom;61;Orne;28;Normandie;100;4367.05;61200
Enedis;2012;Electricité;0.0;0;0;0.0;650.91;3;0;0.906;0.0;0;0;0.0;6987.75;892;0;0.339;0.0;0.0;0.0;0;0;0.0;61463;Les Monts d'Andaine;200035814;CA Flers Agglo;61;Orne;28;Normandie;100;7638.66;61600/61600
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1128.46;144;0;0.272;0.0;0.0;0.0;0;0;0.0;61476;Suré;200072676;CC Maine Saosnois;61;Orne;28;Normandie;100;1128.46;61360
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1546.92;204;0;0.352;0.0;0.0;0.0;0;0;0.0;61482;Tessé-Froulay;200068443;CC Andaine - Passais;61;Orne;28;Normandie;100;1546.92;61410
Enedis;2012;Electricité;59.47;1;0;0.914;40689.24;9;0;0.999;603.11;11;0;0.866;13974.41;2056;0;0.288;0.0;0.0;28.65;1;0;0.951;61484;Val-au-Perche;200071504;CC des Collines du Perche Normand;61;Orne;28;Normandie;100;55354.88;61260/61260/61260/61340/61260/61130
Enedis;2012;Electricité;69.73;1;0;0.898;17549.23;16;0;0.997;2354.03;14;0;0.932;18792.76;2937;0;0.294;0.0;0.0;0.0;0;0;0.0;61486;Tinchebray-Bocage;200071520;CC Domfront Tinchebray Interco;61;Orne;28;Normandie;100;38765.75;61800/61800/61800/61800/61800/61800/61800
Enedis;2012;Electricité;20.08;2;0;0.809;0.0;0;0;0.0;0.0;0;0;0.0;422.5;48;0;0.187;0.0;0.0;0.0;0;0;0.0;61488;Touquettes;200068468;CC des Pays de L'Aigle;61;Orne;28;Normandie;100;442.58;61550
Enedis;2012;Electricité;0.0;0;0;0.0;161.32;1;0;1.0;0.0;0;0;0.0;1009.56;169;0;0.367;0.0;0.0;0.0;0;0;0.0;61490;Tournai-sur-Dive;200068450;CC Argentan Intercom;61;Orne;28;Normandie;100;1170.8799999999999;61160
Enedis;2012;Electricité;146.4;2;0;0.902;10186.64;9;0;0.921;1626.02;13;0;0.863;14334.05;2202;0;0.314;0.0;0.0;0.0;0;0;0.0;61491;Tourouvre au Perche;200068856;CC des Hauts du Perche;61;Orne;28;Normandie;100;26293.11;61190/61190/61190/61190/61190/61190/61190/61190/61190/61190
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;544.58;51;0;0.386;0.0;0.0;0.0;0;0;0.0;61492;Trémont;200035103;CC de la Vallée de la Haute-Sarthe;61;Orne;28;Normandie;100;544.58;61390
Enedis;2012;Electricité;0.0;0;0;0.0;1009.35;7;0;0.955;1091.48;7;0;0.925;5062.33;781;0;0.297;0.0;0.0;0.0;0;0;0.0;61494;Trun;200068450;CC Argentan Intercom;61;Orne;28;Normandie;100;7163.16;61160
Enedis;2012;Electricité;0.0;0;0;0.0;551.19;1;0;1.0;0.0;0;0;0.0;711.22;99;0;0.22;0.0;0.0;0.0;0;0;0.0;61500;La Ventrouze;200068856;CC des Hauts du Perche;61;Orne;28;Normandie;100;1262.41;61190
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;366.11;49;0;0.291;0.0;0.0;0.0;0;0;0.0;61502;Vidai;200035103;CC de la Vallée de la Haute-Sarthe;61;Orne;28;Normandie;100;366.11;61360
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1253.48;157;0;0.363;0.0;0.0;0.0;0;0;0.0;61503;Vieux-Pont;200068450;CC Argentan Intercom;61;Orne;28;Normandie;100;1253.48;61150
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;323.33;61;0;0.382;0.0;0.0;0.0;0;0;0.0;61512;Les Yveteaux;246100390;CC du Val d'Orne;61;Orne;28;Normandie;100;323.33;61210
Enedis;2012;Electricité;0.0;0;0;0.0;50.08;1;0;1.0;0.0;0;0;0.0;592.49;90;0;0.373;0.0;0.0;0.0;0;0;0.0;62002;Ablainzevelle;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;642.57;62116
Enedis;2012;Electricité;39.2;1;0;1.0;0.0;0;0;0.0;5.74;1;0;0.891;2622.82;303;0;0.332;0.0;0.0;0.0;0;0;0.0;62011;Agnez-lès-Duisans;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;2667.76;62161
Enedis;2012;Electricité;27.01;1;0;0.955;0.0;0;0;0.0;466.41;3;0;0.976;5215.22;869;0;0.328;0.0;0.0;0.0;0;0;0.0;62013;Agny;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;5708.64;62217
Enedis;2012;Electricité;0.0;0;0;0.0;224.38;2;0;1.0;0.0;0;0;0.0;1078.25;146;0;0.317;0.0;0.0;0.0;0;0;0.0;62018;Aix-en-Issart;200044030;CC des Sept Vallées;62;Pas-de-Calais;32;Hauts-de-France;100;1302.63;62170
Enedis;2012;Electricité;0.0;0;0;0.0;901.12;5;0;0.915;1793.24;10;0;0.928;10713.64;1781;0;0.391;0.0;0.0;0.0;0;0;0.0;62019;Aix-Noulette;246200364;CA de Lens - Liévin;62;Pas-de-Calais;32;Hauts-de-France;100;13408.0;62160
Enedis;2012;Electricité;0.0;0;0;0.0;18.42;1;0;0.896;0.0;0;0;0.0;1219.32;163;0;0.313;0.0;0.0;0.0;0;0;0.0;62021;Alette;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;1237.74;62650
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;481.2;3;0;0.909;1324.55;160;0;0.357;0.0;0.0;0.0;0;0;0.0;62022;Alincthun;200018083;CC de Desvres-Samer;62;Pas-de-Calais;32;Hauts-de-France;100;1805.75;62142
Enedis;2012;Electricité;0.0;0;0;0.0;146.76;4;0;0.952;425.24;3;0;0.943;7821.87;1371;0;0.394;0.0;0.0;0.35;1;0;1.0;62023;Allouagne;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;8394.22;62157
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;135.43;2;0;0.945;2861.31;377;0;0.302;0.0;0.0;0.0;0;0;0.0;62024;Alquines;246201016;CC du Pays de Lumbres;62;Pas-de-Calais;32;Hauts-de-France;100;2996.74;62850
Enedis;2012;Electricité;0.0;0;0;0.0;1.03;1;0;1.0;0.0;0;0;0.0;573.57;74;0;0.33;0.0;0.0;0.0;0;0;0.0;62026;Ambricourt;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;574.6;62310
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;747.03;104;0;0.388;0.0;0.0;0.0;0;0;0.0;62027;Ambrines;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;747.03;62127
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;4.01;1;0;0.965;1802.5;288;0;0.311;0.0;0.0;0.0;0;0;0.0;62028;Ames;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;1806.51;62190
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;149.24;2;0;0.907;1346.88;213;0;0.313;0.0;0.0;0.0;0;0;0.0;62029;Amettes;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;1496.1200000000001;62260
Enedis;2012;Electricité;0.0;0;0;0.0;405.73;2;0;0.924;2811.42;12;0;0.928;10173.56;1902;0;0.351;0.0;0.0;0.0;0;0;0.0;62032;Angres;246200364;CA de Lens - Liévin;62;Pas-de-Calais;32;Hauts-de-France;100;13390.71;62143
Enedis;2012;Electricité;0.0;0;0;0.0;1167.87;2;0;0.975;1436.54;5;0;0.937;10754.25;1842;0;0.356;0.0;0.0;0.0;0;0;0.0;62033;Annay;246200364;CA de Lens - Liévin;62;Pas-de-Calais;32;Hauts-de-France;100;13358.66;62880
Enedis;2012;Electricité;0.0;0;0;0.0;1517.94;1;0;1.0;373.31;2;0;0.917;2609.46;402;0;0.348;0.0;0.0;0.0;0;0;0.0;62036;Anvin;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;4500.71;62134
Enedis;2012;Electricité;31.85;1;0;0.861;68.54;1;0;0.936;343.97;2;0;0.96;2595.46;355;0;0.291;0.0;0.0;0.0;0;0;0.0;62039;Arleux-en-Gohelle;200044048;CC Osartis Marquion;62;Pas-de-Calais;32;Hauts-de-France;100;3039.82;62580
Enedis;2012;Electricité;0.0;0;0;0.0;61218.4;32;0;0.946;98382.52;380;0;0.945;120433.27;25258;0;0.376;0.0;0.0;170.19;16;0;0.536;62041;Arras;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;280204.38;62000
Enedis;2012;Electricité;0.0;0;0;0.0;11425.03;2;0;0.998;772.98;3;0;0.911;2739.03;446;0;0.449;0.0;0.0;0.0;0;0;0.0;62042;Athies;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;14937.04;62223
Enedis;2012;Electricité;139.28;1;0;0.88;355.39;5;0;0.922;1330.86;12;0;0.932;7299.64;913;0;0.327;0.0;0.0;0.0;0;0;0.0;62043;Les Attaques;200090751;CA Grand Calais Terres et Mers;62;Pas-de-Calais;32;Hauts-de-France;100;9125.17;62730
Enedis;2012;Electricité;0.0;0;0;0.0;10110.25;5;0;0.999;1774.41;6;0;0.914;5470.34;749;0;0.304;0.0;0.0;0.0;0;0;0.0;62045;Aubigny-en-Artois;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;17355.0;62690
Enedis;2012;Electricité;57.98;1;0;0.77;24.13;1;0;0.878;6465.55;22;0;0.952;13098.73;2124;0;0.332;0.0;0.0;0.0;0;0;0.0;62051;Auchy-les-Mines;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;19646.39;62138
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;169.64;3;0;0.916;3495.51;598;0;0.321;0.0;0.0;0.0;0;0;0.0;62056;Audresselles;246200380;CC de la Terre des Deux Caps;62;Pas-de-Calais;32;Hauts-de-France;100;3665.15;62164
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;17.2;1;0;0.915;687.49;86;0;0.345;0.0;0.0;0.0;0;0;0.0;62058;Aumerval;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;704.69;62550
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;173.65;24;0;0.387;0.0;0.0;0.0;0;0;0.0;62062;Avesnes;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;173.65;62650
Enedis;2012;Electricité;0.0;0;0;0.0;218.4;2;0;0.904;3090.38;9;0;0.958;7310.4;998;0;0.321;0.0;0.0;0.0;0;0;0.0;62063;Avesnes-le-Comte;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;10619.18;62810
Enedis;2012;Electricité;12.31;1;0;0.932;0.0;0;0;0.0;232.02;1;0;0.905;613.92;78;0;0.427;0.0;0.0;0.0;0;0;0.0;62064;Avesnes-lès-Bapaume;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;858.25;62450
Enedis;2012;Electricité;24.25;1;0;0.863;0.0;0;0;0.0;0.0;0;0;0.0;284.16;21;0;0.381;0.0;0.0;0.0;0;0;0.0;62066;Avondance;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;308.41;62310
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;905.55;113;0;0.3;0.0;0.0;0.0;0;0;0.0;62070;Bailleul-aux-Cornailles;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;905.55;62127
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1293.7;174;0;0.271;0.0;0.0;0.0;0;0;0.0;62071;Bailleul-lès-Pernes;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;1293.7;62550
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;615.38;3;0;0.974;3693.44;560;0;0.327;0.0;0.0;0.0;0;0;0.0;62073;Bailleul-Sir-Berthoult;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;4308.82;62580
Enedis;2012;Electricité;0.0;0;0;0.0;4773.78;3;0;0.994;52.01;1;0;1.0;3646.65;502;0;0.343;0.0;0.0;0.0;0;0;0.0;62078;Balinghem;200072478;CC Pays d'Opale;62;Pas-de-Calais;32;Hauts-de-France;100;8472.44;62610
Enedis;2012;Electricité;0.52;1;0;0.95;0.0;0;0;0.0;37.0;2;0;0.853;874.02;125;0;0.302;0.0;0.0;0.0;0;0;0.0;62082;Barastre;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;911.54;62124
Enedis;2012;Electricité;155.97;1;0;0.924;0.0;0;0;0.0;0.0;0;0;0.0;675.89;71;0;0.272;0.0;0.0;0.0;0;0;0.0;62085;Basseux;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;831.86;62123
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;325.23;1;0;0.996;3129.85;387;0;0.304;0.0;0.0;0.0;0;0;0.0;62087;Bayenghem-lès-Éperlecques;200069037;CA du Pays de Saint-Omer;62;Pas-de-Calais;32;Hauts-de-France;100;3455.08;62910
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;29.83;1;0;0.894;1150.92;148;0;0.354;0.0;0.0;0.0;0;0;0.0;62088;Bayenghem-lès-Seninghem;246201016;CC du Pays de Lumbres;62;Pas-de-Calais;32;Hauts-de-France;100;1180.75;62380
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1568.41;181;0;0.32;0.0;0.0;0.0;0;0;0.0;62089;Bazinghen;246200380;CC de la Terre des Deux Caps;62;Pas-de-Calais;32;Hauts-de-France;100;1568.41;62250
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;553.0;76;0;0.279;0.0;0.0;0.0;0;0;0.0;62090;Béalencourt;200044030;CC des Sept Vallées;62;Pas-de-Calais;32;Hauts-de-France;100;553.0;62770
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;172.02;1;0;1.0;1379.93;183;0;0.345;0.0;0.0;0.0;0;0;0.0;62094;Beaumerie-Saint-Martin;200069029;CA des Deux Baies en Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;1551.95;62170
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;538.79;4;0;0.908;3962.91;475;0;0.345;0.0;0.0;0.0;0;0;0.0;62097;Beaumetz-lès-Loges;200033579;CU d'Arras;62;Pas-de-Calais;32;Hauts-de-France;100;4501.7;62123
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;568.17;62;0;0.33;0.0;0.0;0.0;0;0;0.0;62101;Beauvois;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;568.17;62130
Enedis;2012;Electricité;157.37;2;0;0.927;0.0;0;0;0.0;79.95;1;0;0.881;537.71;62;0;0.44;0.0;0.0;0.0;0;0;0.0;62103;Béhagnies;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;775.03;62121
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;1;0;1.0;120.57;1;0;1.0;1377.97;154;0;0.31;0.0;0.0;0.0;0;0;0.0;62104;Bellebrune;200018083;CC de Desvres-Samer;62;Pas-de-Calais;32;Hauts-de-France;100;1498.54;62142
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1871.82;214;0;0.332;0.0;0.0;0.0;0;0;0.0;62105;Belle-et-Houllefort;200018083;CC de Desvres-Samer;62;Pas-de-Calais;32;Hauts-de-France;100;1871.82;62142
Enedis;2012;Electricité;62.52;1;0;0.863;0.0;0;0;0.0;0.0;0;0;0.0;827.2;98;0;0.307;0.0;0.0;0.0;0;0;0.0;62106;Bellonne;200044048;CC Osartis Marquion;62;Pas-de-Calais;32;Hauts-de-France;100;889.72;62490
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1988.61;222;0;0.382;0.0;0.0;0.0;0;0;0.0;62115;Berneville;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;1988.61;62123
Enedis;2012;Electricité;788.34;2;0;0.996;0.0;0;0;0.0;0.0;0;0;0.0;1213.07;176;0;0.389;0.0;0.0;0.0;0;0;0.0;62122;Beugny;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;2001.4099999999999;62124
Enedis;2012;Electricité;488.51;1;0;0.933;404.22;2;0;0.852;0.0;0;0;0.0;2076.63;260;0;0.288;0.0;0.0;0.0;0;0;0.0;62123;Beussent;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;2969.36;62170
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;37.24;1;0;0.912;1507.24;195;0;0.308;0.0;0.0;0.0;0;0;0.0;62125;Beuvrequen;246200380;CC de la Terre des Deux Caps;62;Pas-de-Calais;32;Hauts-de-France;100;1544.48;62250
Enedis;2012;Electricité;0.0;0;0;0.0;14023.35;7;0;0.965;14393.89;43;0;0.967;25059.9;4359;0;0.349;0.0;0.0;0.0;0;0;0.0;62126;Beuvry;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;53477.14;62660
Enedis;2012;Electricité;0.0;0;0;0.0;1090.24;8;0;0.945;1887.98;19;0;0.907;18315.79;3845;0;0.36;0.0;0.0;0.14;1;0;1.0;62133;Billy-Montigny;246200364;CA de Lens - Liévin;62;Pas-de-Calais;32;Hauts-de-France;100;21294.15;62420
Enedis;2012;Electricité;0.0;0;0;0.0;123070.28;11;0;0.999;5889.0;15;0;0.963;12456.6;2274;1;0.358;0.0;0.0;0.43;1;0;1.0;62139;Blendecques;200069037;CA du Pays de Saint-Omer;62;Pas-de-Calais;32;Hauts-de-France;100;141416.31;62575
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1598.54;198;0;0.309;0.0;0.0;0.0;0;0;0.0;62140;Bléquin;246201016;CC du Pays de Lumbres;62;Pas-de-Calais;32;Hauts-de-France;100;1598.54;62380
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;28.07;1;0;0.859;2300.39;289;0;0.325;0.0;0.0;0.0;0;0;0.0;62155;Bonningues-lès-Ardres;246201016;CC du Pays de Lumbres;62;Pas-de-Calais;32;Hauts-de-France;100;2328.46;62890
Enedis;2012;Electricité;0.0;0;0;0.0;6.25;1;0;1.0;383.11;2;0;0.988;1550.83;248;0;0.329;0.0;0.0;0.0;0;0;0.0;62162;Bourecq;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;1940.19;62190
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1124.23;132;0;0.279;0.0;0.0;0.0;0;0;0.0;62163;Bouret-sur-Canche;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;1124.23;62270
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;939.57;98;0;0.34;0.0;0.0;0.0;0;0;0.0;62165;Bournonville;200018083;CC de Desvres-Samer;62;Pas-de-Calais;32;Hauts-de-France;100;939.57;62240
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;374.4;5;0;0.944;2217.01;268;0;0.36;0.0;0.0;0.0;0;0;0.0;62166;Bours;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;2591.4100000000003;62550
Enedis;2012;Electricité;0.0;0;0;0.0;22.07;2;0;1.0;149.25;1;0;0.92;3228.31;347;0;0.354;0.0;0.0;0.0;0;0;0.0;62168;Bourthes;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;3399.63;62650
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;562.21;70;0;0.312;0.0;0.0;0.0;0;0;0.0;62175;Brévillers;200044030;CC des Sept Vallées;62;Pas-de-Calais;32;Hauts-de-France;100;562.21;62140
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;101.83;2;0;0.988;2309.67;300;0;0.275;0.0;0.0;0.0;0;0;0.0;62176;Bréxent-Énocq;200069029;CA des Deux Baies en Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;2411.5;62170
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;1409.3;168;0;0.325;0.0;0.0;0.0;0;0;0.0;62179;Brunembert;200018083;CC de Desvres-Samer;62;Pas-de-Calais;32;Hauts-de-France;100;1409.3;62240
Enedis;2012;Electricité;0.0;0;0;0.0;12.99;1;0;0.911;626.78;3;0;0.899;5495.8;685;0;0.315;0.0;0.0;0.0;0;0;0.0;62181;Bucquoy;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;6135.57;62116
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;42.36;1;0;1.0;810.45;137;0;0.425;0.0;0.0;0.0;0;0;0.0;62182;Buire-au-Bois;200069672;CC du Ternois;62;Pas-de-Calais;32;Hauts-de-France;100;852.8100000000001;62390
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;0.0;0;0;0.0;887.49;124;0;0.31;0.0;0.0;0.0;0;0;0.0;62185;Bullecourt;200035442;CC du Sud-Artois;62;Pas-de-Calais;32;Hauts-de-France;100;887.49;62128
Enedis;2012;Electricité;0.0;0;0;0.0;1876.42;9;0;0.95;7610.36;35;0;0.937;29608.95;5792;0;0.389;0.0;0.0;0.0;0;0;0.0;62186;Bully-les-Mines;246200364;CA de Lens - Liévin;62;Pas-de-Calais;32;Hauts-de-France;100;39095.729999999996;62160
Enedis;2012;Electricité;0.0;0;0;0.0;7019.11;1;0;1.0;409.78;2;0;0.911;1544.4;244;0;0.325;0.0;0.0;0.0;0;0;0.0;62191;Caffiers;200072478;CC Pays d'Opale;62;Pas-de-Calais;32;Hauts-de-France;100;8973.289999999999;62132
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;118.63;1;0;0.829;2291.9;301;0;0.333;0.0;0.0;0.0;0;0;0.0;62199;Camblain-l'Abbé;200069482;CC des Campagnes de l'Artois;62;Pas-de-Calais;32;Hauts-de-France;100;2410.53;62690
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;106.43;3;0;0.893;3167.13;491;0;0.355;0.0;0.0;0.0;0;0;0.0;62200;Cambrin;200072460;CA de Béthune-Bruay, Artois-Lys Romane;62;Pas-de-Calais;32;Hauts-de-France;100;3273.56;62149
Enedis;2012;Electricité;0.0;0;0;0.0;0.0;0;0;0.0;112.3;1;0;0.908;1870.77;266;0;0.313;0.0;0.0;0.0;0;0;0.0;62202;Campagne-lès-Boulonnais;200069235;CC du Haut Pays du Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;1983.07;62650
Enedis;2012;Electricité;124.0;1;0;0.916;766.85;2;0;0.996;1515.05;7;0;0.949;2049.75;269;0;0.388;0.0;0.0;0.0;0;0;0.0;62207;Campigneulles-les-Petites;200069029;CA des Deux Baies en Montreuillois;62;Pas-de-Calais;32;Hauts-de-France;100;4455.65;62170
